username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
AskKingsley2,"#Broker #Curator #Philanthrope @intensecityuk #PrivateInvestigator @infoking105 
#AskTheExpert #WindrushMatters #Win",Here There Everywhere ,734,89,7979,5,@infoking105 @HMCTSgovuk @fufuisonme @CPSUK @MetCC @metpoliceuk @HMIProbation @AskKingsley2 @CEOofHMCTS @NELFT #DataLoss @ukhomeoffice U2 @pritipatel @stellacreasy #Cds #PayTheVictims #BritishValues #ForeignNational International ChairManBanks #Fellow 🇬🇧 🇳🇬 #HardCopy Responses Only Tx #Complaints #ServiceFailure 2 #FAO #TheOffice #BackOffice #ImpactOnLife @infoking105 #ExecutiveCoaching https://t.co/BUc1Epbosf,['DataLoss']
office_misquote,Quotes from The Office(US) with no context (Episode number included),,3,829,3055,0,Where's the heart? The precious heart. (5:13)  #theoffice,['theoffice']
civale10,Mr Staten Island .. #teamclayne #TruthSeekers proud healthcare worker ( mikeyfunkos on twitch),"New York, NY",3600,1083,41807,5,"Ok day 107 of our daily’s #TheOffice trivia: In the episode Niagara, Pams meemaw says this movie was playing on the hotel tv last night, and she wondered how they could pick such a hotel?#dundercon @theofficetv  @OscarNunezLA @creedbratton @AngelaKinsey @Creed_Thoughts2",['TheOffice']
DarkKnightArya,"The Office, Star Wars, Game Of Thrones, HP, AS Monaco, Arsenal, Heavy Metal, Iron Maiden and Nightwish enthusiast",Dunder Mifflin,4110,2355,126023,5,"Ok day 107 of our daily’s #TheOffice trivia: In the episode Niagara, Pams meemaw says this movie was playing on the hotel tv last night, and she wondered how they could pick such a hotel?#dundercon @theofficetv  @OscarNunezLA @creedbratton @AngelaKinsey @Creed_Thoughts2",['TheOffice']
Dunder_con,"Interactive ""The Office"" Fandom Experience, Featuring The Largest ""The Office"" Reunion Convention Coming Summer 2022!",,465,424,2138,5,"Ok day 107 of our daily’s #TheOffice trivia: In the episode Niagara, Pams meemaw says this movie was playing on the hotel tv last night, and she wondered how they could pick such a hotel?#dundercon @theofficetv  @OscarNunezLA @creedbratton @AngelaKinsey @Creed_Thoughts2","['TheOffice', 'dundercon']"
Dunder_con,"Interactive ""The Office"" Fandom Experience, Featuring The Largest ""The Office"" Reunion Convention Coming Summer 2022!",,465,424,2138,2,Ok day 106 of our daily’s #TheOffice trivia: The three physical characteristics that make Dwight realize Angela’s baby is actually a schrute is his predominant forehead his short arms and his?#dundercon @theofficetv  @OscarNunezLA @creedbratton @AngelaKinsey @Creed_Thoughts2,['TheOffice']
mattywalton1973,"Tall, dark and Leeds fan. Ex dance DJ. Dream FM, Up Yer Ronson 🎧 🎵 🎶. Vinyl creates an atmosphere..LUFC Season Ticket holder. Open Turntables DJ.",Leeds,2148,416,4678,0,@MrsMayorOfFiley “El Vino did flow” is my favourite flag so far. #TheOffice,['TheOffice']
Louielou3,,On the Moon ,179,225,38665,0,Oscar was so offended when Pam's sister thought he was dating Kevin. #TheOffice,['TheOffice']
SchrutePaperNFT,"Retired manager of Dunder Mifflin. I now focus on selling Paper NFTs, beet farming and spending time with my family on Schrute Farm.",Schrute Farm,1,1,11,0,Market's down buy some paper #TheOffice #nftart #NFTGiveaways #NFTProject #NFTdrop #NFTdrops #NFTCommuntiy #nftcollectors #NFTMint #NFTMint #ETH #Ethereum #opensea #OpenSeaNFT #NFTCommmunity,"['TheOffice', 'nftart', 'NFTGiveaways', 'NFTProject', 'NFTdrop', 'NFTdrops', 'NFTCommuntiy', 'nftcollectors', 'NFTMint', 'NFTMint', 'ETH', 'Ethereum', 'opensea', 'OpenSeaNFT', 'NFTCommmunity']"
LukeBernard1993,"check out my new EP, Beer Talkin’! Available for stream on all platforms!","Willowbrook, IL",302,29,134,0,What does a bean mean? #TheOffice,['TheOffice']
ncrivaro87,Life doesn't last forever. That's why we have to help each other and live it to the fullest.,Pittsburgh,177,150,4831,0,My bagel came in a  c-shape. C for Charles. #TheOffice https://t.co/DdYX8lEave,['TheOffice']
DannyPerez1438,"Hello everyone! I’m a Cuban, Peruvian and Scottish American who has a wonderful older sister and two wonderful younger sisters and an overall great family! 😁👍","Miami, Florida",4495,510,122065,33,"The #Minions x #TheOffice crossover    

https://t.co/RxVbco95EF","['Minions', 'TheOffice']"
socialhouseRE,Quite possibly the best real estate brokerage in SE Michigan #realestate #realestatemichigan,,214,43,563,0,"I can't stop laughing because it's so true 😂😭
#realtor #realestate #realtorsofinstagram #mortgagerates #housingmarket #puremichigan #dwight #angela #dwightschrute #theoffice #realtormeme #realestatememe #realestatehumor #realtorhumor #realestatefunny #realtorfunny #detroit https://t.co/1RGsOfnK4Z","['realtor', 'realestate', 'realtorsofinstagram', 'mortgagerates', 'housingmarket', 'puremichigan', 'dwight', 'angela', 'dwightschrute', 'theoffice', 'realtormeme', 'realestatememe', 'realestatehumor', 'realtorhumor', 'realestatefunny', 'realtorfunny', 'detroit']"
HarveyComputron,Office quotes every hour on the hour,,15,5,12133,0,"Ah, what? Which memo?

Dwight's health care memo. I told you about it.
#TheOffice",['TheOffice']
ADavidsonIndy,,"Indianapolis, IN",203,92,1439,0,"Life goals: be more like Florida Stanley from #TheOffice “If anybody’s goin’ to Florida, it should be me. Every shirt I have that isn’t a work shirt is a Tommy Bahama.” #Florida @TommyBahama https://t.co/xMdWr3tCY4","['TheOffice', 'Florida']"
Office_addict_,office.addictUS  ( Instagram ),,3,2,6,0,Ryan has really changed 😕 #TheOffice #theofficememes https://t.co/a3lQYlU5hy,"['TheOffice', 'theofficememes']"
TheOfficeCit,"Just someone making ur life better by posting some The Office quotes.
Enjoy!",,8,0,15,0,Let's be honest: Pam was a total bi*ch in season 8 and 9. Like wtf. Jim literally did anything for her and she's not even able to move him to philli??? #TheOffice,['TheOffice']
AskMOTT,"Assignment photographer, frequent contributor NY Times, wildlife photojournalist, Leica M , former TV host , and current YouTube person based in Hanoi, Vietnam.","Hanoi, Vietnam",1068,2345,7958,0,The CPR mannequin scene in the office is possibly one of the best 10 minutes of comedy in network television history. #theoffice https://t.co/cVn7z7n9u1,['theoffice']
AlpineShepBoy,"'you think me of ME, you twisted fuck'",they//them,350,809,12911,19,"The crossover no one asked for :
Better Call Saul (@BetterCallSaul) intro but with The Office(@theofficetv) theme.

#BetterCallSaul #TheOffice https://t.co/YKQvbmfTOf",[]
itsluizyaII,"Viciado em Twitter, músicas, livros e séries",Rio de Janeiro,687,1396,130556,0,I've just watched episode S08 | E15 of The Office (US)! #theoffice  https://t.co/3AWL2mXTZb #tvtime https://t.co/9CgzAH2TQH,"['theoffice', 'tvtime']"
Dunder_con,"Interactive ""The Office"" Fandom Experience, Featuring The Largest ""The Office"" Reunion Convention Coming Summer 2022!",,465,424,2138,0,"Free Mystery Autograph or Selfie ends 6/30!
Make sure you buy your tickets asap! #theoffice #dundercon
#theofficereunion https://t.co/8OlO25Prfl","['theoffice', 'dundercon', 'theofficereunion']"
HarveyComputron,Office quotes every hour on the hour,,15,5,12133,0,"Hey.

Hey.
#TheOffice",['TheOffice']
kiara_elleeffe,"Slegati da qui, da una catena che non c'è. Siamo bambole che ridono per vivere. Sonohra / Muse, Bangtan // Supernatural, Sherlock, Shameless",empire state sonohra,767,558,33133,0,I've just watched episode S09 | E02 of The Office (US)! #theoffice  https://t.co/I0Yf8gMHl2 #tvtime https://t.co/5E2hM0ZVtH,"['theoffice', 'tvtime']"
kiara_elleeffe,"Slegati da qui, da una catena che non c'è. Siamo bambole che ridono per vivere. Sonohra / Muse, Bangtan // Supernatural, Sherlock, Shameless",empire state sonohra,767,558,33133,0,I've just watched episode S09 | E01 of The Office (US)! #theoffice  https://t.co/pZFGjzTlgD #tvtime https://t.co/YtQS7salsB,"['theoffice', 'tvtime']"
SocialScranton,#Scranton on Twitter to pass along event information. Turn on mobile notifications for updates on what to do around the Electric City,Scranton. Pa,937,3555,56096,2,"Drink up!!

#roadsideattractions #theoffice #roadsideattraction #scranton #roadsideamerica #visitlackawannapa #neverordinary #coopersseafood #scrantonpa https://t.co/sAozqpzcgY","['roadsideattractions', 'theoffice', 'roadsideattraction', 'scranton', 'roadsideamerica', 'visitlackawannapa']"
HarveyComputron,Office quotes every hour on the hour,,15,5,12133,0,"This thing could take your arm off, your head off, you know, just exercise caution.

Thank you.
#TheOffice",['TheOffice']
AnonD4ms3l,#TheSignPost | https://t.co/WGCqZNXb1g  | Former #Anonymous *Disclaimer / tweets = #opinion #1AMatters / No official .gov affiliation secondary accnt,United States,1559,1678,19484,4,"Dwight: I have it on very good authority that within 20 years, everyone will be speaking German. Or a Chinese-German hybrid. #TheOffice",[]
HarveyComputron,Office quotes every hour on the hour,,15,5,12133,0,"Excellent, thanks.

Good, glad. OK.
#TheOffice",['TheOffice']
gndyjnr,Unagi. Interested in Internal Medicine/Neurology(Open to Mentorship). Checkout @mednuggetzone for your daily medicine factoids.,UITH,501,522,3806,1,Jim and Pam’s wedding is one of the most beautiful episodes in history of TV/Web series. #TheOffice,['TheOffice']
tato_junior,,,589,202,3733,0,"👱🏻‍♂️: ""Michael, I can't believe you came!""

👦🏻: ""That's what she said.""

#TheOffice",['TheOffice']
surfemoji,ahhhh......... wire 😏,24 | they/them,96,969,13379,19,"The crossover no one asked for :
Better Call Saul (@BetterCallSaul) intro but with The Office(@theofficetv) theme.

#BetterCallSaul #TheOffice https://t.co/YKQvbmfTOf",[]
maazkalim,,India,89,189,67125,0,"@Tech1King @OSNplus @starindia @Andy I dunno whether ""@DejaView_News"" watching local #BBC-subsidiary produced &amp; unlike the linear Indian Television, also non-owned adaptation of ""#TheOffice""( under the emerging economic model which appears like a belated-acceptance of pre-eminent indie shorts/features production...","['BBC', 'TheOffice']"
HarveyComputron,Office quotes every hour on the hour,,15,5,12133,0,"We'll stay late.

Well, that went pretty well.
#TheOffice",['TheOffice']
tha_karim,🇪🇬 | 🇺🇸 | 🌎 Citizen | Hip-Hop | UFC | Comedy | Tech | Investing | Opinions are my own,"Virginia, USA",199,130,751,0,"Remember when they tried to cancel #DrSeuss? I'm dropping a song bout it soon. In the meantime, check out Dunder Mifflin!! https://t.co/S6mn1hxL0y #hiphop #NewMusic #theoffice https://t.co/I39wgBF110","['DrSeuss', 'hiphop', 'NewMusic', 'theoffice']"
IntenseCityUk,@infoking105 360 Degree #ELifeStyle Experience Founded in #WalthamForest #TeamUEL Coaching #Consulting Community #Facilitating #Win @AskKingsley2,,575,1242,46832,5,"@stellacreasy With All intense and Purpose, I definitely qualify 4 #Face2Face
#MeetingReques at #TheOffice
#DataLoss #SAR E17 #Cheese #DoTheRightThing #Psalm23","['Face2Face', 'MeetingReques', 'TheOffice', 'DataLoss']"
HaydnAshlee,"Hello! I'm ashlee. I love Games, Music, and Technology. I also like sarcasm, photography, and bath bombs. 😁","Manchester, England",31,22,2273,0,"Man, I really enjoy #johnkrasinski in #theoffice . Guys a brilliant actor.","['johnkrasinski', 'theoffice']"
AskKingsley2,"#Broker #Curator #Philanthrope @intensecityuk #PrivateInvestigator @infoking105 
#AskTheExpert #WindrushMatters #Win",Here There Everywhere ,734,89,7979,5,"@stellacreasy With All intense and Purpose, I definitely qualify 4 #Face2Face
#MeetingReques at #TheOffice
#DataLoss #SAR E17 #Cheese #DoTheRightThing #Psalm23","['Face2Face', 'MeetingReques', 'TheOffice', 'DataLoss']"
RichardTyne,"Author of stories, creator of worlds: The RICK STORM Trilogy, The Daisy Abrams Trilogy, Super-World, La Psicologa Dei Supereroi, Inferno E Paradiso, and more.","Grosseto, Italy",150,26,4810,0,I'm #watching #TheOffice again and... is it me or Holly is just incredibly adorable? Everytime she's on screen I'm 😍🥰,"['watching', 'TheOffice']"
HarveyComputron,Office quotes every hour on the hour,,15,5,12133,0,"Okay, can I have that?

No.
#TheOffice",['TheOffice']
HaydnAshlee,"Hello! I'm ashlee. I love Games, Music, and Technology. I also like sarcasm, photography, and bath bombs. 😁","Manchester, England",31,22,2273,0,"Worked my way through two seasons of #theoffice last night. 4 seasons down, 5 to go..😄 it's great stuff.",['theoffice']
JJdomains,#blockchain #cybersecurity #digital #digitalassets #digitalstrategy #digitalbranding #bitcoin #crypto #fintech #cryptocurrency #NFT #NFTs #SiliconValley #tech,Domain Name For Sale ,4150,450,6530,4,"https://t.co/N4MLRyzjRh

Domain Name for Sale

Pay 12 interest free installments

#work #Employment #office #theoffice #remotework #remoteworking #remoteworkforce #remoteworker #remoteworklife #zoom #salesforce #slack #skype #videoconferencing #telecommuting #teleconference #SaaS https://t.co/skfP8Z9DkV","['work', 'Employment', 'office', 'theoffice']"
DavidWhinray,Entrepreneurial mindset. Nomadic Heart. Job seeker. Concept Conceiver. Convention challenger. God fearing blasphemer. That Asperger thang. ADHD'er.  #marketing,🌍Pale Blue Dot🌍,4955,3556,12174,4,"https://t.co/N4MLRyzjRh

Domain Name for Sale

Pay 12 interest free installments

#work #Employment #office #theoffice #remotework #remoteworking #remoteworkforce #remoteworker #remoteworklife #zoom #salesforce #slack #skype #videoconferencing #telecommuting #teleconference #SaaS https://t.co/skfP8Z9DkV","['work', 'Employment', 'office', 'theoffice']"
IoTdevOps,#IoT #InternetOfThings #devops #devopstraining #devopstools #coding #codingin6words #100DaysOfCode #GirlsWhoCode #softwareengineer #SiliconValley #technology,Domain Name For Sale,3151,784,676,4,"https://t.co/N4MLRyzjRh

Domain Name for Sale

Pay 12 interest free installments

#work #Employment #office #theoffice #remotework #remoteworking #remoteworkforce #remoteworker #remoteworklife #zoom #salesforce #slack #skype #videoconferencing #telecommuting #teleconference #SaaS https://t.co/skfP8Z9DkV","['work', 'Employment', 'office', 'theoffice']"
PriorityDomains,#YourDomainOurPriority #branding #brandstrategy #domains #domainnames #business #entrepreneur #SiliconValley #technology #DigitalTransformation #marketing #tech,Searchable Portfolio at,1329,557,6457,4,"https://t.co/N4MLRyzjRh

Domain Name for Sale

Pay 12 interest free installments

#work #Employment #office #theoffice #remotework #remoteworking #remoteworkforce #remoteworker #remoteworklife #zoom #salesforce #slack #skype #videoconferencing #telecommuting #teleconference #SaaS https://t.co/skfP8Z9DkV","['work', 'Employment', 'office', 'theoffice', 'remotework', 'remoteworking', 'remoteworkforce', 'remoteworker', 'remoteworklife', 'zoom', 'salesforce', 'slack', 'skype', 'videoconferencing', 'telecommuting', 'teleconference', 'SaaS']"
HarveyComputron,Office quotes every hour on the hour,,15,5,12133,0,"My mini bar is oddly out of rum.

We have plenty.
#TheOffice",['TheOffice']
Wiltshire_Live,"Bringing you the latest breaking news, interesting stories and features from across Swindon and Wiltshire.",Wiltshire,484,569,7993,0,A little look back at what these 'slugs' are up to now #theoffice @rickygervais https://t.co/U05njpGyL8,['theoffice']
HarveyComputron,Office quotes every hour on the hour,,15,5,12133,0,"All right, Okay, okay, you're getting inside my head. First name is blank and he goes on a cruise, he goes on a Caribbean CRUISE.

I don't know.
#TheOffice",['TheOffice']
girlbossaubrey,19 | Bi Sapphic 💗💜💙 | ISFP | Read my Carrd | ADHD | Current Kinshift(s): Aubrey (Omori) + Reko (YTTD) + Safalin (YTTD) | 14+ acc |,She/Her,103,101,5010,22,I will not apologize for this #touhouproject #theoffice crossover. https://t.co/e0VAINIwn3,"['touhouproject', 'theoffice']"
makemarks77,love Jesus * love YOU * he/him * humans with uteruses deserve bodily autonomy * still learning * get on the bus * ❤️💜💚🧡💙💛 ✌🏼🤘🏼✊🏼,Texas,4093,1233,28649,0,“Not enough for me? You are everything.” #TheOffice #ToMyWife #TodayAndEveryDay 😭😭😭❤️❤️❤️,"['TheOffice', 'ToMyWife', 'TodayAndEveryDay']"
BrittoIvor,Hindustani Christian/Vande Mataram/India First/I Believe In Religion Of Humanity/Live&Let Live/Animal&Nature Lover/#NaMo Admirer-Supporter. RT's Not Endorsement,"Mumbai, India.",874,377,207667,12,#TheOffice characters most spoken words https://t.co/DRRZWALIqE,['TheOffice']
HarveyComputron,Office quotes every hour on the hour,,15,5,12133,0,"Why aren't you in New York?

Ohhh, what? Oh I think I faked Oscar out.
#TheOffice",['TheOffice']
Ms_MartyReid,"~ when i kissed you... you held your breath. ~i did? ~yeah.. you did.  ||  Qui per commentare trash tv e series, perché se non su Twitter, DOVE?","sui libri, che merda.",1601,1213,32161,3,"This Scene Is Totally Underrated 💻 
#TheOffice 📎 https://t.co/am00q8b3E3",['TheOffice']
SRKLY_ST23,"17 | Hug me,Bring it in.",You have nothing to prove!,618,412,100419,18,"OH MY GOD okay it's happening

#TheOffice #minionstheriseofgru #Minions2 #despicableme https://t.co/zceWvemafR","['TheOffice', 'minionstheriseofgru', 'Minions2', 'despicableme']"
HarveyComputron,Office quotes every hour on the hour,,15,5,12133,0,"Chili's baby back ribs Baby back, baby back, I want my baby back

The fire guy. The fire guy.
#TheOffice",['TheOffice']
Tones_InCali,a little bit of this and a little bit of that. If there’s a button I’ll likely push it. Liberal and proud. Let’s Play!!,"California, USA",283,61,4749,0,@Duddy__Kravitz @FoxNews @SenatorCollins I will.  I never said I was going to stop the convo. Who did? #whenyoulie #TheOffice https://t.co/k4UaOfM5cH,"['whenyoulie', 'TheOffice']"
DBONotNiCE,"""Feel until it's real"" - Eric Thomas",,2674,492,10838,1,Day # 1 @netflix can y’all PLEASE put The Office back on @netflix! #TheOffice,['TheOffice']
Pablo_Osby,,,573,86,3272,1,Day # 1 @netflix can y’all PLEASE put The Office back on @netflix! #TheOffice,['TheOffice']
HarveyComputron,Office quotes every hour on the hour,,15,5,12133,0,"If they get married before I do, I'm going to kill myself.

[entering break room] Who's getting married?
#TheOffice",['TheOffice']
jrukeeba,One of four! Look up Rukeeba. #CantTouchThat #Rotaract THE VIEWS EXPRESSED ARE MY OWN AND NOT THOSE OF MY EMPLOYER,"Kampala, Uganda",694,1319,18992,0,Holly was written for Michael #TheOffice,['TheOffice']
nenaa818,"🇲🇽🇸🇻; “Esta es mi playa 🌊, este es mi sol ☀️, esta es mi tierra🌎, esta soy yo 💁🏻‍♀️.”","Los Angeles, CA",1483,215,1734,0,Minions Opening Credits  - The Office US https://t.co/OWvlqVYjZB via @YouTube #minions #TheOffice  love this 🍌💛,"['minions', 'TheOffice']"
murderxwives,,halrengirl.tumblr.com,509,561,55301,0,I've just watched a episode S03 | E23 of The Office (US)!!!! #theoffice  https://t.co/IycCdkMXEl #tvtime https://t.co/q37tjmCiz0,"['theoffice', 'tvtime']"
ShubhraDalakoti,"Data Scientist | Machine Learning and Artificial intelligence enthusiast        


     #GirlsWhoCode       

👩‍💻",👉👉,29,907,9114,12,#TheOffice characters most spoken words https://t.co/DRRZWALIqE,['TheOffice']
DelhiDecoded,"From the power corridors to the shanty lanes, what goes in the capital, comes here.",Dilli se hun....,20,1062,21928,12,#TheOffice characters most spoken words https://t.co/DRRZWALIqE,['TheOffice']
FernFly,"Aviatrix, nature lover, weaves words & concocts tales, senile scribbler, dotes on dogs and incoherent philosophy.",New Delhi,62,3109,20679,12,#TheOffice characters most spoken words https://t.co/DRRZWALIqE,['TheOffice']
pankajchahal07,Technology and Training Consultant at HP Education @TrainingIndia Your destination for certification training #VMware #ITIL #PMP #Cloud #BigData,"New Delhi, Delhi",13,165,19129,12,#TheOffice characters most spoken words https://t.co/DRRZWALIqE,['TheOffice']
